,text,label
323,Участие в хакатонах и соревнованиях по программированию.,0
324,Партнерство с ведущими технологическими компаниями.,0
325,Субсидии на спортивные и культурные мероприятия.,0
326,Компенсация расходов на обучение и профессиональную переподготовку.,0
327,Возможность работы в динамичной и дружной команде.,0
328,Гибкая система бонусов за привлечение новых сотрудников.,0
329,Оплата или частичная компенсация проезда.,0
330,Скидки на продукцию или услуги компании.,0
331,Бесплатное обучение иностранным языкам.,0
332,Возможность карьерного роста и продвижения внутри компании.,0
333,Поддержка в развитии личных проектов и инициатив.,0
334,Возможность работы в международной среде.,0
335,Содействие в размещении для сотрудников и их семей.,0
336,Гибкая система отгулов и переработок.,0
337,Поддержка в организации рабочего пространства и инструментов.,0
338,Доступ к корпоративным клубам и спортивным секциям.,0
339,Партнерские скидки и бонусы от компаний-партнеров.,0
340,Поддержка в участии в научных исследованиях и публикациях.,0
341,Гарантированное участие в инновационных проектах компании.,0
342,Содействие в оформлении квалификационных сертификатов и лицензий.,0
343,Возможность выбора собственного оборудования и рабочего места.,0
344,Гибкий подход к рабочему процессу и методологиям разработки.,0
345,Поддержка в освоении новых технологий и языков программирования.,0
346,Бесплатные курсы и тренинги для сотрудников.,0
347,Предоставление личного бюджета на профессиональное развитие.,0
348,Корпоративные мероприятия и вечеринки.,0
349,Поддержка в создании собственных проектов и стартапов.,0
350,Доступ к библиотеке профессиональной литературы и онлайн-курсам.,0
351,Возможность работы с менторами и коучами.,0
352,Поддержка в организации образовательных программ для сотрудников.,0
353,Возможность обучения за рубежом или стажировок в других компаниях.,0
354,Корпоративные скидки на жилье или аренду.,0
355,Современное и комфортабельное рабочее пространство.,0
356,Поддержка в оформлении патентов и авторских прав на разработки.,0
357,Содействие в релокации и адаптации новых сотрудников.,0
358,Возможность участия в профессиональных сообществах и ассоциациях.,0
359,"Мы ищем опытных программистов, готовых принять участие в разработке и поддержке наших программных продуктов.",0
360,"Мы приглашаем кандидатов, желающих присоединиться к нашей команде для работы над инновационными проектами.",0
361,"Наша компания открывает вакансию для программиста, который готов принять технические вызовы и решить сложные задачи разработки.",0
362,"Мы приглашаем программиста, готового к постоянному профессиональному росту и обучению.",0
363,"В нашей команде открыта вакансия для творческого и инициативного программиста, готового к реализации новых идей.",0
364,Мы ищем кандидата с опытом работы в различных областях программирования и готового к расширению своих навыков.,0
365,"Наша компания ищет программиста, способного эффективно работать в команде и достигать общих целей проекта.",0
366,Мы приглашаем кандидата с высоким уровнем самостоятельности и ответственности за результат своей работы.,0
367,"В нашей команде открыта вакансия для программиста, готового к постоянному совершенствованию своих навыков и знаний.",0
368,"Мы ищем опытного программиста, способного адаптироваться к быстро меняющимся требованиям проекта и рынка.",0
369,Наша компания приглашает кандидата с опытом работы в разработке программного обеспечения на различных языках программирования.,0
370,"Мы ищем программиста, готового к творческому подходу к решению сложных технических задач и проблем.",0
371,"В нашей команде открыта вакансия для программиста, стремящегося к постоянному профессиональному росту и саморазвитию.",0
372,Мы приглашаем кандидата с опытом работы в разработке и поддержке высоконагруженных и масштабируемых систем.,0
373,"Наша компания ищет программиста, готового к работе в динамичной и инновационной среде, постоянно внедряющей новые технологии.",0
374,"Мы ищем кандидата, способного эффективно работать как в команде, так и самостоятельно над решением сложных задач.",0
375,"В нашей команде открыта вакансия для программиста, обладающего высоким уровнем аналитического мышления и креативности.",0
376,"Мы приглашаем кандидата, готового к постоянному обучению и освоению новых технологий в области программирования.",0
377,"Наша компания ищет программиста, готового к работе в многофункциональной команде над разнообразными проектами.",0
378,Мы ищем кандидата с опытом работы в области разработки программного обеспечения и готового к решению сложных технических задач.,0
379,"В нашей команде открыта вакансия для программиста, способного к постоянному самообучению и профессиональному росту.",0
380,"Мы приглашаем кандидата, готового к постоянной адаптации к новым требованиям и технологиям в сфере программирования.",0
381,"Наша компания ищет программиста, обладающего высоким уровнем ответственности и самодисциплины в работе.",0
382,"Мы ищем кандидата, готового к постоянному обучению и развитию своих профессиональных навыков и компетенций.",0
383,"В нашей команде открыта вакансия для программиста, готового к постоянному творческому поиску новых решений и идей.",0
384,"Мы приглашаем кандидата, обладающего высоким уровнем энергии и мотивации к достижению результатов в своей работе.",0
385,"Наша компания ищет программиста, готового к постоянной коммуникации и взаимодействию с другими членами команды.",0
386,"Мы ищем кандидата, способного эффективно реагировать на изменения в требованиях проекта и оперативно находить решения.",0
387,"В нашей команде открыта вакансия для программиста, готового к постоянному развитию и совершенствованию своих навыков.",0
388,"Мы приглашаем кандидата, готового к работе в динамичной и быстроразвивающейся среде IT-индустрии.",0
389,"Наша компания ищет программиста, обладающего высоким уровнем профессионализма и ответственности за результат своей работы.",0
390,"Мы ищем кандидата, готового к постоянному совершенствованию процессов разработки и внедрения программного обеспечения.",0
391,"В нашей команде открыта вакансия для программиста, способного к эффективной организации своего рабочего времени и задач.",0
392,"Мы приглашаем кандидата, готового к постоянной поддержке и содействию своим коллегам в достижении общих целей проекта.",0
393,"Наша компания ищет программиста, обладающего высоким уровнем коммуникабельности и умением работать в коллективе.",0
394,"Мы ищем кандидата, готового к постоянной саморефлексии и анализу своей работы с целью совершенствования.",0
395,"В нашей команде открыта вакансия для программиста, готового к работе в амбициозных и перспективных проектах.",0
396,"Мы приглашаем кандидата, готового к постоянному совершенствованию своих навыков программирования и архитектурных решений.",0
397,"Наша компания ищет программиста, обладающего высоким уровнем стрессоустойчивости и способного эффективно работать в условиях дедлайнов.",0
398,"Мы ищем кандидата, готового к постоянному обучению и изучению новых технологий в области программирования.",0
399,"В нашей команде открыта вакансия для программиста, готового к активному участию в обсуждениях и принятии решений на командном уровне.",0
400,"Мы приглашаем кандидата, готового к активному участию в процессе планирования и управления проектами разработки программного обеспечения.",0
401,"Наша компания ищет программиста, обладающего высоким уровнем владения языком программирования и способного к созданию эффективного кода.",0
402,"Мы ищем кандидата, готового к постоянной саморефлексии и анализу своей работы с целью поиска оптимальных решений.",0
403,"В нашей команде открыта вакансия для программиста, готового к работе в условиях быстрого темпа развития технологий и рынка программного обеспечения.",0
404,"Мы приглашаем кандидата, готового к постоянному внедрению инновационных идей и подходов в процессе разработки программного обеспечения.",0
405,"Наша компания ищет программиста, обладающего высоким уровнем организационных навыков и способного к эффективному планированию своей работы.",0
406,"Мы ищем кандидата, готового к работе в условиях высокой конкуренции и стремящегося к постоянному улучшению своих профессиональных качеств.",0
407,"В нашей команде открыта вакансия для программиста, готового к постоянной адаптации к изменениям в требованиях проекта и технологиях.",0
408,"Мы приглашаем кандидата, готового к постоянному общению и взаимодействию с заказчиками и другими участниками проекта.",0
409,"Наша компания ищет программиста, обладающего высоким уровнем ответственности за результат своей работы и готового к решению сложных задач.",0
410,"Мы ищем кандидата, готового к постоянной самоорганизации и самоконтролю в рамках выполнения поставленных задач и целей проекта.",0
411,"В нашей команде открыта вакансия для программиста, готового к постоянному совершенствованию своих навыков и участию в профессиональных тренингах.",0
412,"Отличное владение языками программирования, такими как Java, Python, C++ и другими.",1
413,Глубокое понимание архитектуры и принципов разработки программного обеспечения.,1
414,Опыт работы с различными фреймворками и библиотеками для разработки.,1
415,"Умение эффективно использовать системы контроля версий, такие как Git.",1
416,Опыт работы с базами данных и навыки написания SQL-запросов.,1
417,Знание принципов объектно-ориентированного программирования.,1
418,Умение анализировать и оптимизировать производительность кода.,1
419,Навыки работы с операционными системами Linux/Unix.,1
420,"Опыт разработки веб-приложений с использованием HTML, CSS, JavaScript.",1
421,Умение работать в команде и эффективно общаться с коллегами.,1
422,Способность к самостоятельному изучению новых технологий и методов.,1
423,Понимание принципов тестирования программного обеспечения.,1
424,"Опыт работы с современными инструментами разработки и сборки, такими как Maven, Gradle.",1
425,"Умение работать с RESTful API и различными форматами данных (JSON, XML).",1
426,Знание основ разработки мобильных приложений (Android/iOS).,1
427,"Навыки работы с системами управления проектами, такими как Jira, Trello.",1
428,Умение эффективно решать проблемы и искать альтернативные решения.,1
429,Понимание принципов информационной безопасности и защиты данных.,1
430,"Опыт работы с системами облачных вычислений, такими как AWS, Azure, Google Cloud.",1
431,Знание основ алгоритмов и структур данных.,1
432,Умение работать с архитектурными шаблонами проектирования.,1
433,Понимание принципов функционального программирования.,1
434,Опыт работы с системами автоматической сборки и развертывания (Continuous Integration/Continuous Deployment).,1
435,Знание принципов разработки микросервисных архитектур.,1
436,Умение эффективно документировать код и проектную документацию.,1
437,Понимание основных принципов DevOps и Continuous Delivery.,1
438,Опыт работы с алгоритмами машинного обучения и искусственного интеллекта.,1
439,Знание основных принципов работы сетей и протоколов передачи данных.,1
440,Умение эффективно использовать системы отладки и профилирования кода.,1
441,Понимание принципов распределенных систем и высоконагруженных приложений.,1
442,"Опыт работы с системами контейнеризации, такими как Docker, Kubernetes.",1
443,Знание основных принципов работы с системами Big Data и обработки больших объемов данных.,1
444,Умение эффективно работать с инструментами анализа данных и визуализации результатов.,1
445,Понимание принципов работы сетевых протоколов и сервисов.,1
446,Опыт работы с системами автоматического тестирования и непрерывной интеграции.,1
447,Знание основных принципов архитектуры веб-приложений и RESTful сервисов.,1
448,Умение эффективно применять паттерны проектирования в разработке.,1
449,Понимание принципов работы с распределенными базами данных и NoSQL системами.,1
450,Опыт разработки и поддержки высоконагруженных и масштабируемых систем.,1
451,Знание основных принципов работы с многопоточностью и параллельными вычислениями.,1
452,Умение эффективно работать с алгоритмами шифрования и защиты информации.,1
453,Понимание принципов работы с системами контроля доступа и аутентификации пользователей.,1
454,Опыт работы с системами мониторинга и анализа работы приложений и инфраструктуры.,1
455,Знание основных принципов работы с системами реального времени и асинхронных сервисов.,1
456,Умение эффективно работать с системами кэширования и оптимизации производительности.,1
457,Понимание принципов работы с системами маршрутизации и балансировки нагрузки.,1
458,Умение эффективно работать в условиях многозадачности и соблюдать сроки выполнения задач.,1
459,"Понимание принципов работы с системами управления версиями, такими как SVN, Mercurial.",1
460,Опыт работы с разработкой кросс-платформенных приложений.,1
461,Знание основ функционального тестирования и автоматизации тестов.,1
462,Умение эффективно работать с базами данных и проводить их оптимизацию.,1
463,"Понимание принципов работы с системами хранения данных, такими как Hadoop, Spark.",1
464,"Опыт работы с различными платформами разработки, такими как Android Studio, Xcode.",1
465,"Знание основ работы с системами контроля версий для данных, такими как Git LFS.",1
466,Умение эффективно работать с системами мониторинга и управления серверами.,1
467,Понимание принципов разработки мобильных приложений для различных платформ.,1
468,"Опыт работы с системами управления задачами и проектами, такими как Redmine, Asana.",1
469,"Знание основ работы с системами распределенного хранения данных, такими как Cassandra, MongoDB.",1
470,Умение эффективно анализировать и оптимизировать алгоритмы.,1
471,Понимание принципов работы с системами автоматического тестирования пользовательского интерфейса.,1
472,"Опыт работы с системами управления версиями контента, такими как GitLab, Bitbucket.",1
473,Знание основ работы с системами обработки естественного языка и машинного обучения.,1
474,"Умение эффективно работать с системами управления требованиями, такими как IBM Rational DOORS.",1
475,Понимание принципов работы с системами автоматической генерации документации.,1
476,Опыт работы с системами мониторинга производительности и оптимизации кода.,1
477,Знание основ работы с системами обеспечения безопасности информации.,1
478,Умение эффективно работать с системами анализа и визуализации данных.,1
479,Понимание принципов работы с системами распределенного хранения файлов.,1
480,"Опыт работы с системами управления и контроля конфигураций, такими как Puppet, Chef.",1
481,Знание основ работы с системами документооборота и электронной подписи.,1
482,Умение эффективно работать с системами управления доступом и аутентификации.,1
483,Понимание принципов работы с системами виртуализации и контейнеризации.,1
484,Опыт работы с системами контроля целостности данных и верификации.,1
485,Знание основ работы с системами управления знаниями и коллективной разработки.,1
486,Умение эффективно работать с системами мониторинга и обеспечения доступности.,1
487,Понимание принципов работы с системами автоматизации инфраструктуры.,1
488,Опыт работы с системами управления резервными копиями и восстановлениями данных.,1
489,Знание основ работы с системами управления бизнес-процессами.,1
490,Умение эффективно работать с системами автоматизации развертывания и обновления.,1
491,Понимание принципов работы с системами управления проектами и портфелями.,1
492,Опыт работы с системами обработки и анализа больших данных в реальном времени.,1
493,Знание основ работы с системами управления требованиями к качеству продукта.,1
494,Присоединяйтесь к нашей дружной команде программистов и воплотите свои технические идеи в жизнь.,0
495,"Мы ищем талантливых программистов, готовых к новым вызовам и инновационным проектам.",0
496,"Присоединяйтесь к нам и станьте частью команды, разрабатывающей передовые технологии и решения.",0
497,У вас есть возможность принять участие в создании высокотехнологичных продуктов с нуля.,0
498,"Присоединяйтесь к нам, если вы стремитесь к постоянному профессиональному росту и развитию.",0
499,"Мы приглашаем вас стать частью нашей команды программистов, где ваше мастерство будет оценено и вознаграждено.",0
500,Присоединяйтесь к нам и вместе мы создадим инновационные решения для наших клиентов.,0
501,"Мы ищем пассионарных программистов, готовых к совместной работе над интересными проектами.",0
502,Присоединяйтесь к нашей команде и развивайтесь профессионально в дружной и поддерживающей среде.,0
503,Мы приглашаем вас принять участие в процессе создания высококачественных программных продуктов для наших клиентов.,0
504,"Присоединяйтесь к нашей компании, где ваш талант и креативность будут оценены и вознаграждены.",0
505,"Мы ищем целеустремленных программистов, готовых к постоянному саморазвитию и совершенствованию навыков.",0
506,Присоединяйтесь к нашей команде и воплотите в жизнь инновационные идеи в области программирования.,0
507,Мы гарантируем вам интересные задачи и возможность работать с самыми передовыми технологиями.,0
508,Присоединяйтесь к нашей дружной команде и с нами вы сможете реализовать свой профессиональный потенциал.,0
509,"Мы ищем опытных программистов, готовых к совместной работе над сложными проектами.",0
510,"Присоединяйтесь к нам, если вы готовы к постоянному обучению и освоению новых технологий.",0
511,Мы предлагаем вам возможность работать в команде лучших специалистов в области программирования.,0
512,Присоединяйтесь к нашей компании и развивайтесь в динамичной и инновационной среде.,0
513,"Мы приглашаем вас принять участие в создании продуктов, которые изменят мир к лучшему.",0
514,"Присоединяйтесь к нашей команде и станьте частью проектов, которые определяют будущее индустрии.",0
515,"Мы ищем энергичных программистов, готовых к выполнению сложных и увлекательных задач.",0
516,"Присоединяйтесь к нам и работайте над проектами, которые меняют наш мир к лучшему.",0
517,"Мы приглашаем вас стать частью команды, где ваш труд будет ценен и воспринимается всей серьезностью.",0
518,"Присоединяйтесь к нашей команде и вместе мы создадим новые продукты, которые станут стандартами индустрии.",0
519,"Мы ищем целеустремленных программистов, готовых к выполнению масштабных и интересных проектов.",0
520,Присоединяйтесь к нам и получите возможность работать с передовыми технологиями и методологиями.,0
521,Мы гарантируем вам интересные задачи и профессиональный рост в динамичной и современной компании.,0
522,Присоединяйтесь к нашей команде и вместе мы сделаем программный мир лучше и удобнее для всех.,0
523,"Мы ищем талантливых программистов, готовых к творческому поиску новых решений и идей.",0
524,Чем предстоит заниматься:,1
525,Что ожидаем от кандидата:,1
526,"Дух лидерства, амбиций, авантюризма - то, что мы называем Альфа-ДНК;",1
527,Работа в крупнейшем частном банке с высоким уровнем экспертизы и классной командой;,1
528,Стабильный и прозрачный доход: размер заработной платы обсуждается по итогам собеседования;,1
529,Для желающих работать из офиса - комфортные рабочие места. Для остальных - возможность гибридного формата работы;,1
530,Сервера с Tesla и 1500гб оперативы;,1
531,Понятный и общеизвестный модельный и технологический стек;,1
532,"Коллектив единомышленников (все DS-подразделения Альфы собраны в единый департамент, порог для обмена опытом минимален);",1
533,"Заинтересованность со стороны заказчиков, гарантирующая, что все модели строятся для промышленного применения и будут выведены в ПРОД с ощутимым влиянием на бизнес-процесс;",1
534,"ДМС, корпоративное обучение, коворкинг в Сочи и другие предложения от банка только для сотрудников.",1
535,"Мы, команда центра моделирования интегрированного риск-менеджмента Сбера, занимаемся построением ml-моделей для оценки операционных и esg-рисков. Наши решения оказывают влияние на 100+ млн. розничных и 3+ млн. корпоративных клиентов банка по всей России.",1
536,Работаем преимущественно с табличными и текстовыми данными. В работе используем разнообразные методы от классических ml-моделей до sota-решений.,1
537,Требования,1
538,"АДВ Tech – дивизион, где создаются уникальные технологичные продукты на стыке big data и AI. Эти продукты меняют рекламную индустрию и облегчают работу сотрудников агентств.",1
539,Мы приглашаем тебя на позицию,1
540,Junior Data Scientist.,1
541,Основные задачи:,1
542,Опыт работы в пет-проектах или в коммерческих проектах от полугода до года;,1
543,Владение Python:,1
544,"Опыт работы как минимум с 2 ML библиотеками: Scikit-learn, XGBoost, CatBoost, PyTorch, Spark ML;",1
545,"Знания теории вероятностей и математической статистики; машинного обучения, прогнозного моделирования и методов статистического анализа; алгоритмов и структур данных.",1
546,Опыт работы с Hadoop \ Hive \ Spark;,1
547,"Опыт работы в операционных системах *nix, работа с bash;",1
548,"Опыт работы с Deep Learning, NLP.",1
549,"Работать в команде с высокой экспертизой в прогнозировании AI-алгоритмами (статистические модели, ML алгоритмы, Deep Learning);",1
550,Развивать прод-системы прогнозирования РТО открываемых торговых точек;,1
551,"Заниматься прогнозированием сезонности и прочими задачами, связанными с продажами.",1
552,Опыт в области анализа данных и машинного обучения от 1 года;,1
553,Опыт работы с postgresql;,1
554,Уверенное владение Рython;,1
555,"Опыт работы с библиотеками: pandas, numpy, scikit-learn, xgboost/catboost, tensorflow;",1
556,"Знание мат. статистики, математического анализа;",1
557,"Знание принципа работы основных алгоритмов машинного обучения (классическая регрессия/классификация, деревья);",1
558,Знание алгоритмов и структур данных;,1
559,"Высшее образование в области прикладной математики, информационных систем и т.п.;",1
560,Знание принципов работы с GitLab.,1
561,Опыт проектирования коммерческих приложений.,1
562,Опыт интеграции с внешними API.,1
563,Будет преимуществом опыт интеграции с Bitrix / AmoCRM / ELMA360 или работы с работы с Asterisk / Mango Telekom / UIS.,1
564,"Знание php/laravel, postgres, javascript,CSS, HTML. Не обязательно, но будет плюсом если работали с чем то из: python, nodejs, react, redis, docker.",1
565,Будет преимуществом инженерное образование.,1
566,Отличные коммуникативные навыки и умение работать в команде.,1
567,опыт коммерческой разработки от 3х лет;,1
568,python 3;,1
569,знание баз данных (Postgres);,1
570,работа с git;,1
571,pytest;,1
572,владение Linux;,1
573,"HTML5, CSS3, SASS, Flex CSS",1
574,"Javascript, Typescript",1
575,"React, Redux",1
576,WebSockets,1
577,PWA,1
578,"Хорошее знание и опыт работы HTML, CSS, JavaScript, jQuery",1
579,"Желательно, базовое знание PHP (для настройки лид-форм, API)",1
580,"Замечательно, если есть опыт TypeScript, React",1
581,Опыт работы на схожей позиции от полугода,1
582,"Внимательность, ответственность, усидчивость",1
583,"Открытость, вовлеченность в процесс, ориентация на общий результат и интересы бизнеса",1
584,Опыт работы: опыт коммерческой разработки от 2-3 лет;,1
585,"Уверенное владение HTML, CSS, базовыми концепциями JavaScript, Vue;",1
586,"Базовый опыт кросс-браузерной, адаптивной верстки;",1
587,Базовый опыт работы с Flex;,1
588,Опыт работы с REST API;,1
589,"Соблюдение основных принципов, такие как как DRY, KISS и т.д.;",1
590,Начальные знания Git;,1
591,Умение работать в команде;,1
592,Аккуратность при выполнении и реализации задач;,1
593,Нацеленность на качественный результат.,1
594,"знание ОС Windows, пакета MS Office и прикладного ПО;",1
595,базовые знания платформы 1С 8 или знание одной из конфигураций 1С будет преимуществом;,1
596,"Уверенное знание программных продуктов 1С: Бухгалтерия, ЗиУП, Общепит, Договорчики.",1
597,Опыт программирования на 1С.,1
598,"Знание конфигурации БИТ.ФИНАНС, БП 3.0 (на уровне Специалист).",1
599,"Опыт разработки отчетов на СКД, опыт применения расширений, обновления доработанных типовых конфигураций",1
600,Умение моделировать бизнес-процессов. Умение проводить сбор и анализ требований;,1
601,Наличие сертификатов приветствуется.,1
602,"Настройка и поддержка серверов 1С, настройка обслуживания баз данных SQL.",1
603,"Разработка программных продуктов на платформе 1С,",1
604,"Модификация типовых продуктов 1С,",1
605,"Консультирование клиентов по вопросам учета в программах 1С,",1
606,"Интеграция с внешними системами (напр. веб-сайт клиента, различные сервисы Google, Яндекса и др.);",1
607,–Умение работать с Appsflyer / Применение Python (базово) / Опыт работы в gamedev.,1
608,"–Владение Excel (Google Spreadsheets), SQL, умение работать с raw data (Big Quary, Google Cloud, Clickhouse);",1
609,"–Опыт работы продуктовым аналитиком от 1,5 лет;",1
610,"–Умение анализировать большие объемы данных с использованием инструментов аналитики (например: Google Analytics, AppMetrica, Firebase, Dev2dev);",1
611,–Понимание статистических методов и способность интерпретировать результаты анализа для выявления ключевых тенденций и взаимосвязей;,1
612,–Способность разрабатывать стратегии улучшения игрового опыта и монетизации на основе данных и аналитики.,1
613,Будет большим плюсом:,1
614,Опыт работы на схожей позиции от 2x лет;,1
615,Владение графическими пакетами Adobe;,1
616,Владение Blender 3D или аналогичным пакетом;,1
617,Опыт отрисовки UI-элементов;,1
618,Релевантное портфолио (без портфолио кандидаты не рассматриваются);,1
619,Навыки владения Unity.,1
620,"Создание 3D ассетов (Персонажи, окружение, пропсы, текстурирование, риггинг, анимации);",1
621,"Создание 2D иконок, артов и UI;",1
622,Интеграция созданного контента в Unity;,1
623,"Настройка материалов, света и сцен в Unity.",1
624,Высшее техническое образование или студент последних курсов;,1
625,"Знание SQL, понимание и применение нормальных форм. Понимание XML и json;",1
626,"Опыт курсовых, проектных работ с применением SQL будет плюсом - с удовольствием узнаем о вашем опыте;",1
627,Опыт ООП Java или под мобильные платформы даже учебный будет плюсом;,1
628,"Пройденные курсы по базам данных, python будет плюсом;",1
629,Разработка ETL процессов на стеке Spark+Hadoop;,1
630,Участие в процессе разработки алгоритмов матчинга данных между различными АС и внешними источниками;,1
631,"Формирование дистрибутива под pipeline заказчика, выявление проблем и накат дистрибутива до тестовых стендов;",1
632,"Опыт работы с Docker, k8s, Spark, Yarn;",1
633,бэкграунд или опыт работы в ML;,1
634,знание мат. статистики;,1
635,опыт в Go;,1
636,понимание работы сетевых протоколов;,1
637,опыт работы с рекомендательными системами;,1
638,опыт работы с высоконагруженными системами.,1
639,Коммерческий опыт Python разработки от 2-х лет;,1
640,опыт работы с Big Data в продакшене;,1
641,понимание принципов работы баз данных;,1
642,знание базовой теории computer science.,1
643,Разрабатывать backend сервиса ЕАС: Почтальон,1
644,Разрабатывать и поддерживать unit-тесты,1
645,Проводить review и оптимизацию кода,1
646,Решать архитектурные вопросы,1
647,Разрабатывать и оптимизировать запросы для СУБД MSSQL/Postgres,1
648,Имеет опыт программирования на Python не менее 2 лет,1
649,Работал с FastAPI для создания асинхронных веб-сервисов,1
650,Умеет работать с библиотеками Pydantic для валидации данных и настроек окружения,1
651,Работал с SQLAlchemy для взаимодействия с базами данных через ORM,1
652,Имеет опыт с Microsoft SQL Server или Postgres,1
653,Понимает принципы RESTful API и веб-технологий,1
654,"Знаком с брокерами сообщений, такими как RabbitMQ, Apache Kafka или Redis",1
655,"Применяет принципы SOLID, паттерны проектирования и TDD (Test-Driven Development)",1
656,"Уверенно использует системы контроля версий, например, Git.",1
657,Будет плюсом:,1
658,Опыт разработки и реализации API с использованием GraphQL,1
659,"Знание основных принципов CI/CD и опыт работы с инструментами автоматизации развертывания, такими как Jenkins, GitLab CI или GitHub Actions",1
660,Опыт применения Event Diven Architecture.,1
661,"имеете опыт работы на должностях, связанных с Big Data и ML-инженерией, от трёх лет;",1
662,хорошо знаете Java/Scala и Python (pandas/numpy/scikit-learn/xgboost);,1
663,"уже работали с продуктами стека Big Data (Hadoop, Spark);",1
664,"уже работали с инструментами потоковой обработки данных (Apache Samza или Spark Streaming, Apache Kafka);",1
665,знаете алгоритмы классического машинного обучения и основы математической статистики;,1
666,понимаете принципы работы и подходы к построению рекомендательных систем.,1
667,"имеете представление о современных принципах построения и работы нейронных сетей (Deep Learning, PyTorch/TensorFlow, attention/трансформеры);",1
668,уже настраивали пайплайны машинного обучения от сбора данных до инференса моделей в продакшене;,1
